instance_idx,box_idx,onnx_file,vnnlib_file,ground_truth,method,verdict,q,coverage,epsilon_total,amls_bounded_eps_2_upper,flow_train_s,verify_s,wall_s,error,timestamp
100,0,ACASXU_run2a_4_9_batch_2000.onnx,prop_3.vnnlib,unsat,raw_mc_uniform,UNKNOWN,3.811904,1.0000,4.4445e-03,,29.3,0.0,29.3,,2026-05-06T20:25:31.435998+00:00
101,0,ACASXU_run2a_3_1_batch_2000.onnx,prop_3.vnnlib,unsat,raw_mc_uniform,UNKNOWN,4.606270,0.9995,4.4445e-03,,27.7,0.0,27.8,,2026-05-06T20:26:22.137152+00:00
102,0,ACASXU_run2a_2_9_batch_2000.onnx,prop_4.vnnlib,unsat,raw_mc_uniform,UNKNOWN,3.189683,1.0000,4.4445e-03,,28.0,0.0,28.1,,2026-05-06T20:27:13.086535+00:00
103,0,ACASXU_run2a_2_9_batch_2000.onnx,prop_2.vnnlib,sat,raw_mc_uniform,UNKNOWN,5.724533,1.0000,3.4447e-02,,28.5,0.0,28.5,,2026-05-06T20:27:41.868556+00:00
104,0,ACASXU_run2a_1_4_batch_2000.onnx,prop_2.vnnlib,sat,raw_mc_uniform,UNKNOWN,8.996649,1.0000,7.5082e-03,,28.1,0.0,28.1,,2026-05-06T20:28:10.247746+00:00
105,0,ACASXU_run2a_4_8_batch_2000.onnx,prop_4.vnnlib,unsat,raw_mc_uniform,UNKNOWN,4.119376,0.9995,4.4445e-03,,27.1,0.0,27.1,,2026-05-06T20:29:00.231712+00:00
106,0,ACASXU_run2a_4_2_batch_2000.onnx,prop_4.vnnlib,unsat,raw_mc_uniform,UNKNOWN,4.347111,0.9995,4.4445e-03,,29.0,0.0,29.0,,2026-05-06T20:29:52.051723+00:00
107,0,ACASXU_run2a_2_6_batch_2000.onnx,prop_1.vnnlib,unsat,raw_mc_uniform,UNKNOWN,5.243239,0.9985,4.4445e-03,,29.8,0.0,29.8,,2026-05-06T20:30:44.505711+00:00
108,0,ACASXU_run2a_4_6_batch_2000.onnx,prop_2.vnnlib,sat,raw_mc_uniform,UNKNOWN,9.180662,1.0000,1.2756e-01,,27.2,0.0,27.2,,2026-05-06T20:31:12.038111+00:00
109,0,ACASXU_run2a_5_4_batch_2000.onnx,prop_4.vnnlib,unsat,raw_mc_uniform,UNKNOWN,3.955501,0.9995,4.4445e-03,,25.8,0.0,25.8,,2026-05-06T20:32:00.690815+00:00
110,0,ACASXU_run2a_2_4_batch_2000.onnx,prop_3.vnnlib,unsat,raw_mc_uniform,UNKNOWN,4.032305,0.9995,4.4445e-03,,25.4,0.0,25.4,,2026-05-06T20:32:48.959470+00:00
111,0,ACASXU_run2a_3_4_batch_2000.onnx,prop_2.vnnlib,sat,raw_mc_uniform,UNKNOWN,9.131055,1.0000,2.7013e-02,,28.2,0.0,28.2,,2026-05-06T20:33:17.448737+00:00
112,0,ACASXU_run2a_1_4_batch_2000.onnx,prop_3.vnnlib,unsat,raw_mc_uniform,UNKNOWN,3.987602,1.0000,4.4445e-03,,27.8,0.1,27.8,,2026-05-06T20:34:12.218768+00:00
113,0,ACASXU_run2a_4_5_batch_2000.onnx,prop_4.vnnlib,unsat,raw_mc_uniform,UNKNOWN,4.595300,1.0000,4.4445e-03,,30.0,0.1,30.1,,2026-05-06T20:35:12.854054+00:00
114,0,ACASXU_run2a_1_1_batch_2000.onnx,prop_5.vnnlib,unsat,raw_mc_uniform,UNKNOWN,5.984825,1.0000,1.0772e-02,,30.7,0.1,30.7,,2026-05-06T20:36:02.913141+00:00
115,0,ACASXU_run2a_2_1_batch_2000.onnx,prop_3.vnnlib,unsat,raw_mc_uniform,UNKNOWN,4.187854,1.0000,4.4445e-03,,30.1,0.1,30.2,,2026-05-06T20:37:03.810453+00:00
116,0,ACASXU_run2a_5_7_batch_2000.onnx,prop_3.vnnlib,unsat,raw_mc_uniform,UNKNOWN,4.060166,1.0000,4.4445e-03,,30.5,0.1,30.6,,2026-05-06T20:38:04.952748+00:00
117,0,ACASXU_run2a_5_4_batch_2000.onnx,prop_1.vnnlib,unsat,raw_mc_uniform,UNKNOWN,6.935943,1.0000,4.4445e-03,,30.0,0.1,30.0,,2026-05-06T20:39:05.334158+00:00
