instance_idx,box_idx,onnx_file,vnnlib_file,ground_truth,method,verdict,q,coverage,epsilon_total,amls_bounded_eps_2_upper,flow_train_s,verify_s,wall_s,error,timestamp
100,0,ACASXU_run2a_4_9_batch_2000.onnx,prop_3.vnnlib,unsat,amls_bounded,UNSAT,3.811904,1.0000,1.0000e-03,3.1125e-30,29.3,11.3,40.6,,2026-05-06T20:25:31.296623+00:00
101,0,ACASXU_run2a_3_1_batch_2000.onnx,prop_3.vnnlib,unsat,amls_bounded,UNSAT,4.606270,0.9995,1.0000e-03,3.1125e-30,27.7,11.3,39.0,,2026-05-06T20:26:21.997743+00:00
102,0,ACASXU_run2a_2_9_batch_2000.onnx,prop_4.vnnlib,unsat,amls_bounded,UNSAT,3.189683,1.0000,1.0000e-03,3.1125e-30,28.0,11.3,39.3,,2026-05-06T20:27:12.946730+00:00
103,0,ACASXU_run2a_2_9_batch_2000.onnx,prop_2.vnnlib,sat,amls_bounded,UNKNOWN,5.724533,1.0000,3.4447e-02,3.3481e-02,28.5,0.0,28.5,,2026-05-06T20:27:41.730272+00:00
104,0,ACASXU_run2a_1_4_batch_2000.onnx,prop_2.vnnlib,sat,amls_bounded,UNKNOWN,8.996649,1.0000,7.5082e-03,6.5147e-03,28.1,0.0,28.1,,2026-05-06T20:28:10.109408+00:00
105,0,ACASXU_run2a_4_8_batch_2000.onnx,prop_4.vnnlib,unsat,amls_bounded,UNSAT,4.119376,0.9995,1.0000e-03,3.1125e-30,27.1,11.3,38.4,,2026-05-06T20:29:00.092129+00:00
106,0,ACASXU_run2a_4_2_batch_2000.onnx,prop_4.vnnlib,unsat,amls_bounded,UNSAT,4.347111,0.9995,1.0000e-03,3.1125e-30,29.0,11.2,40.2,,2026-05-06T20:29:51.912609+00:00
107,0,ACASXU_run2a_2_6_batch_2000.onnx,prop_1.vnnlib,unsat,amls_bounded,UNSAT,5.243239,0.9985,1.0000e-03,3.1125e-30,29.8,11.2,41.0,,2026-05-06T20:30:44.366464+00:00
108,0,ACASXU_run2a_4_6_batch_2000.onnx,prop_2.vnnlib,sat,amls_bounded,UNKNOWN,9.180662,1.0000,1.2756e-01,1.2668e-01,27.2,0.0,27.2,,2026-05-06T20:31:11.899810+00:00
109,0,ACASXU_run2a_5_4_batch_2000.onnx,prop_4.vnnlib,unsat,amls_bounded,UNSAT,3.955501,0.9995,1.0000e-03,3.1125e-30,25.8,11.2,37.0,,2026-05-06T20:32:00.551135+00:00
110,0,ACASXU_run2a_2_4_batch_2000.onnx,prop_3.vnnlib,unsat,amls_bounded,UNSAT,4.032305,0.9995,1.0000e-03,3.1125e-30,25.4,11.2,36.6,,2026-05-06T20:32:48.821093+00:00
111,0,ACASXU_run2a_3_4_batch_2000.onnx,prop_2.vnnlib,sat,amls_bounded,UNKNOWN,9.131055,1.0000,2.7013e-02,2.6039e-02,28.2,0.0,28.2,,2026-05-06T20:33:17.310036+00:00
112,0,ACASXU_run2a_1_4_batch_2000.onnx,prop_3.vnnlib,unsat,amls_bounded,UNSAT,3.987602,1.0000,1.0000e-03,3.1125e-30,27.8,15.1,42.8,,2026-05-06T20:34:12.053189+00:00
113,0,ACASXU_run2a_4_5_batch_2000.onnx,prop_4.vnnlib,unsat,amls_bounded,UNSAT,4.595300,1.0000,1.0000e-03,3.1125e-30,30.0,15.1,45.1,,2026-05-06T20:35:12.691141+00:00
114,0,ACASXU_run2a_1_1_batch_2000.onnx,prop_5.vnnlib,unsat,amls_bounded,UNKNOWN,5.984825,1.0000,1.0772e-02,9.7822e-03,30.7,9.7,40.4,,2026-05-06T20:36:02.421939+00:00
115,0,ACASXU_run2a_2_1_batch_2000.onnx,prop_3.vnnlib,unsat,amls_bounded,UNSAT,4.187854,1.0000,1.0000e-03,3.1125e-30,30.1,15.2,45.3,,2026-05-06T20:37:03.640277+00:00
